Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,10,701.0,0.0,0.03,0.0,0.0,May,1,1,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,8,676.0,0.0,0.05,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,9,232.8333333,0.033333333,0.046666667,0.0,0.0,May,1,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,20,584.0,0.0,0.003508772,0.0,0.0,May,2,2,6,4,New_Visitor,False,False
3,195.0,0,0.0,49,1179.014103,0.0,0.001923077,0.0,0.0,May,2,2,3,2,New_Visitor,False,False
0,0.0,0,0.0,5,177.6666667,0.0,0.04,0.0,0.0,May,1,1,1,4,New_Visitor,False,False
0,0.0,0,0.0,18,824.8333333,0.0,0.023148148,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,7,499.5,0.0,0.033333333,0.0,0.8,May,2,4,1,5,New_Visitor,False,False
0,0.0,0,0.0,13,222.5,0.0,0.007692308,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,78.66666667,0.0,0.033333333,0.0,0.0,May,2,2,5,4,New_Visitor,False,False
9,208.2666667,0,0.0,19,543.775,0.0,0.002380952,0.0,0.0,May,3,2,3,11,New_Visitor,True,False
0,0.0,0,0.0,12,697.1666667,0.0,0.016666667,0.0,0.6,May,2,4,2,6,Returning_Visitor,False,False
4,112.0,0,0.0,39,1379.5,0.006349206,0.027777778,0.0,0.0,May,2,5,2,4,Returning_Visitor,False,False
4,103.0,0,0.0,31,831.6666667,0.03030303,0.042121212,0.0,0.0,May,3,2,6,13,Returning_Visitor,False,False
5,69.5,0,0.0,4,34.5,0.0,0.026666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,38,454.2891775,0.011111111,0.014074074,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,180.6666667,0.0,0.033333333,0.0,0.0,May,1,1,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,47,1447.577273,0.0,0.011134752,0.0,0.6,May,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,20,1815.279762,0.012280702,0.029239766,0.0,0.6,May,1,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,113.5,0.026666667,0.046666667,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,164.9166667,0.009090909,0.043939394,0.0,0.6,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,16,838.1666667,0.0125,0.034375,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,20,419.0,0.0,0.01,0.0,0.0,May,2,2,5,4,Returning_Visitor,True,False
0,0.0,0,0.0,5,384.0,0.0,0.05,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,93.7,0.028571429,0.071428571,0.0,1.0,May,3,2,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,11,543.3,0.018181818,0.036363636,0.0,1.0,May,3,2,2,1,Returning_Visitor,True,False
3,96.0,0,0.0,11,565.0,0.0,0.011111111,0.0,0.0,May,3,2,6,14,New_Visitor,True,False
0,0.0,0,0.0,4,110.0,0.0,0.05,0.0,0.0,May,2,4,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,42,879.0333333,0.004761905,0.024603175,0.0,0.0,May,2,2,2,4,Returning_Visitor,True,False
0,0.0,0,0.0,10,355.0,0.0,0.04,0.0,0.0,May,2,4,7,6,Returning_Visitor,False,False
1,174.0,0,0.0,9,272.0,0.013333333,0.073333333,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,6,224.0,0.0,0.011111111,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,25,612.5833333,0.008333333,0.0125,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,9,1331.0,0.022222222,0.044444444,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,72.5,0.025,0.0375,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,16.0,0.0,0.066666667,0.0,0.6,May,2,2,5,1,Returning_Visitor,False,False
4,141.7619048,0,0.0,20,850.0357143,0.025,0.041666667,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,584.5,0.009090909,0.036363636,0.0,0.0,May,4,1,9,4,Returning_Visitor,False,False
0,0.0,0,0.0,10,1038.333333,0.0,0.008333333,0.0,0.6,May,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,19,741.8333333,0.0,0.019298246,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
7,213.4333333,0,0.0,15,253.5541667,0.0,0.0125,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
3,25.2,0,0.0,54,2008.807143,0.014423077,0.0136723,0.0,0.0,May,3,2,4,13,Returning_Visitor,False,False
3,152.0,0,0.0,9,117.0,0.0,0.016666667,0.0,0.0,May,2,2,1,5,New_Visitor,True,False
0,0.0,0,0.0,59,1889.7,0.005747126,0.014203612,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,106.0,0.04,0.08,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,19,725.3333333,0.010526316,0.023157895,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
1,40.25,0,0.0,19,501.7666667,0.0,0.010526316,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
4,182.0,0,0.0,15,484.0,0.0,0.015686275,0.0,0.0,May,2,6,9,3,Returning_Visitor,False,False
0,0.0,0,0.0,23,790.1666667,0.0,0.026086957,0.0,0.8,May,3,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,460.0,0.0,0.014285714,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,409.3030303,0.008333333,0.023611111,0.0,0.6,May,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,19,232.5666667,0.0,0.003703704,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,58,1645.966667,0.014285714,0.036607143,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
1,101.0,0,0.0,4,100.5,0.0,0.04,0.0,0.0,May,3,3,1,3,New_Visitor,True,False
0,0.0,0,0.0,52,1622.433333,0.006410256,0.031730769,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,24,841.1666667,0.008333333,0.041666667,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,60,1147.615584,0.004285714,0.024416667,0.0,0.8,May,2,4,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,16,973.5,0.025,0.045833333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
4,75.0,0,0.0,16,252.0,0.0,0.004444444,0.0,0.0,May,2,2,4,4,New_Visitor,True,False
0,0.0,0,0.0,3,76.5,0.04,0.047619048,0.0,0.0,May,1,1,4,5,Returning_Visitor,False,False
0,0.0,0,0.0,20,248.4166667,0.010526316,0.033684211,0.0,0.8,May,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,22,598.25,0.0,0.05,0.0,0.4,May,2,5,9,6,Returning_Visitor,False,False
1,4.0,0,0.0,13,161.1666667,0.024615385,0.061538462,0.0,0.6,May,2,5,9,5,Returning_Visitor,False,False
1,5.0,0,0.0,12,2054.333333,0.0,0.015384615,0.0,0.0,May,2,2,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,13,283.5,0.0,0.030769231,0.0,0.4,May,2,2,5,3,Returning_Visitor,False,False
0,0.0,0,0.0,18,1217.85,0.0,0.020833333,0.0,0.6,May,2,5,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,217.0,0.0,0.02,0.0,0.0,May,2,5,6,6,Returning_Visitor,False,False
0,0.0,0,0.0,11,1760.0,0.036363636,0.072727273,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,14,244.0,0.004761905,0.047619048,0.0,0.0,May,2,4,1,4,Returning_Visitor,False,False
3,61.0,0,0.0,31,1470.416667,0.0,0.006666667,0.0,0.0,May,1,2,1,3,New_Visitor,False,False
0,0.0,0,0.0,4,101.0,0.0,0.075,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
3,37.5,0,0.0,46,1804.9,0.017730496,0.039361702,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,6,63.5,0.0,0.016666667,0.0,0.4,May,3,2,7,4,Returning_Visitor,False,False
0,0.0,0,0.0,40,1411.833333,0.0,0.001282051,0.0,0.0,May,3,2,8,6,Returning_Visitor,False,False
2,54.0,0,0.0,11,220.9666667,0.020512821,0.029487179,0.0,0.0,May,1,1,4,6,Returning_Visitor,False,False
2,24.0,0,0.0,11,959.0,0.0,0.030769231,0.0,0.0,May,4,5,1,3,Returning_Visitor,False,False
1,19.0,0,0.0,16,278.9142857,0.007142857,0.04,0.0,0.0,May,1,8,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,8,110.0,0.0,0.0125,0.0,0.0,May,2,5,1,2,Returning_Visitor,False,False
2,37.0,0,0.0,8,603.0,0.014285714,0.033333333,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
1,2.0,0,0.0,27,463.8333333,0.040740741,0.067530864,0.0,0.0,May,3,2,2,4,Returning_Visitor,False,False
1,0.0,0,0.0,18,224.5,0.0375,0.0625,0.0,0.0,May,3,2,4,4,Returning_Visitor,True,False
0,0.0,0,0.0,17,697.5166667,0.0,0.017647059,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
2,86.0,0,0.0,18,754.9166667,0.0,0.005555556,0.0,0.0,May,3,2,6,2,New_Visitor,False,False
0,0.0,0,0.0,5,161.5,0.0,0.02,0.0,0.0,May,3,2,4,2,Returning_Visitor,True,False
0,0.0,0,0.0,4,880.0,0.0,0.05,0.0,0.0,May,2,2,7,1,Returning_Visitor,True,False
1,21.0,0,0.0,31,945.6666667,0.006896552,0.010344828,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
1,5.0,0,0.0,59,1261.166667,0.035380117,0.060877193,0.0,0.6,May,2,2,1,1,Returning_Visitor,False,False
4,88.62857143,0,0.0,39,659.9357143,0.0,0.0195595,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,139.0,0.0,0.05,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,26,419.352381,0.007692308,0.037130178,0.0,0.8,May,2,4,3,2,Returning_Visitor,False,False
3,39.0,0,0.0,6,1180.5,0.0,0.022222222,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,1440.0,0.0,0.05,0.0,0.8,May,2,2,5,1,Returning_Visitor,False,False
0,0.0,0,0.0,28,160.0,0.0,0.014285714,0.0,0.6,May,2,2,2,2,Returning_Visitor,False,False
4,115.0,0,0.0,53,861.3333333,0.003636364,0.008484848,0.0,0.0,May,1,1,4,6,Returning_Visitor,True,False
1,17.0,0,0.0,10,109.0,0.036363636,0.045454545,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
3,74.0,0,0.0,8,129.0,0.033333333,0.072222222,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
6,135.5,0,0.0,23,619.5,0.008333333,0.0125,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,29,1131.315476,0.021428571,0.046071429,0.0,0.0,May,2,2,2,6,Returning_Visitor,True,False
0,0.0,0,0.0,24,566.7272727,0.026086957,0.052318841,0.0,0.8,May,3,2,2,13,Returning_Visitor,False,False
4,114.3333333,0,0.0,55,1247.357143,0.001886792,0.010691824,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
4,147.3333333,0,0.0,19,407.8333333,0.0,0.004347826,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
1,5.0,0,0.0,9,95.3,0.0,0.02,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,258.0,0.0,0.066666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,9,326.0,0.0,0.055555556,0.0,0.0,May,3,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,99.66666667,0.0,0.04,0.0,0.6,May,2,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,9,165.0,0.0,0.022222222,0.0,1.0,May,2,2,4,4,Returning_Visitor,True,False
0,0.0,0,0.0,10,111.4166667,0.0,0.025,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,377.5,0.02,0.06,0.0,0.0,May,1,1,2,11,Returning_Visitor,True,False
0,0.0,0,0.0,13,190.25,0.030769231,0.049230769,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,1225.0,0.015384615,0.015384615,0.0,0.0,May,1,1,3,2,New_Visitor,False,False
0,0.0,0,0.0,4,107.0,0.0,0.05,0.0,0.6,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,11,161.0,0.0,0.018181818,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
3,150.0,0,0.0,42,1722.5,0.0,0.01037037,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,460.45,0.016666667,0.031944444,0.0,0.4,May,2,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,27,392.4666667,0.0,0.007407407,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,93.5,0.0,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
9,146.25,0,0.0,25,575.0,0.006666667,0.019666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
2,135.0,0,0.0,53,1511.195238,0.005454545,0.025787879,0.0,0.0,May,2,2,1,6,Returning_Visitor,True,False
2,127.0,0,0.0,13,473.5,0.015384615,0.042307692,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,400.6666667,0.0,0.05,0.0,0.4,May,2,2,1,1,Returning_Visitor,False,False
1,23.0,0,0.0,20,723.25,0.036363636,0.050606061,0.0,0.4,May,3,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,8,211.0,0.0,0.028571429,0.0,0.0,May,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,11,976.0,0.0,0.033333333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,27.0,0.0,0.05,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
1,16.0,0,0.0,14,446.8333333,0.0,0.01,0.0,0.0,May,1,1,1,4,New_Visitor,False,False
0,0.0,0,0.0,14,108.0,0.0,0.007142857,0.0,0.0,May,2,2,1,19,Returning_Visitor,False,False
1,4.0,0,0.0,50,549.9166667,0.0,0.008163265,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,41,1271.333333,0.029268293,0.047560976,0.0,0.4,May,2,2,1,13,Returning_Visitor,False,False
3,33.0,0,0.0,2,26.0,0.013333333,0.07,0.0,1.0,May,1,1,3,4,Returning_Visitor,True,False
1,90.0,0,0.0,30,860.3166667,0.0,0.008888889,0.0,0.0,May,1,1,1,7,Returning_Visitor,False,False
0,0.0,0,0.0,9,148.3333333,0.04,0.058,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,25,1229.25,0.025333333,0.038133333,0.0,1.0,May,3,2,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,2,21.0,0.0,0.05,0.0,0.8,May,2,2,9,3,Returning_Visitor,False,False
1,178.0,0,0.0,3,110.0,0.0,0.016666667,0.0,0.2,May,3,2,3,4,Returning_Visitor,False,False
4,177.0,0,0.0,39,1905.152381,0.005,0.016458333,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,223.0,0.0,0.04,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,6,202.0,0.0,0.016666667,0.0,0.0,May,1,1,3,1,Returning_Visitor,True,False
5,105.5,0,0.0,16,733.252381,0.0,0.006862745,0.0,0.0,May,3,2,1,6,New_Visitor,False,False
1,30.0,0,0.0,21,204.1666667,0.028571429,0.048412698,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,False
6,79.1,0,0.0,25,434.6714286,0.0,0.007142857,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
0,0.0,0,0.0,13,229.5,0.0,0.015384615,0.0,0.0,May,2,2,5,2,Returning_Visitor,False,False
1,34.0,0,0.0,12,2052.833333,0.016666667,0.016666667,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,27,1192.22619,0.0,0.0016,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
1,56.0,0,0.0,17,831.3888889,0.033333333,0.059259259,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
4,40.5,0,0.0,32,593.5071429,0.0,0.028787879,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,67.5,0.0,0.05,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,39,964.0705128,0.020512821,0.055604396,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,16,421.25,0.0,0.013333333,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,180.5,0.04,0.066666667,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,38,1633.833333,0.0,0.007894737,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.0,0.8,May,3,2,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,47.5,0.0,0.022222222,0.0,0.0,May,2,4,9,3,Returning_Visitor,False,False
3,60.0,0,0.0,29,1846.63547,0.006896552,0.040147783,0.0,0.0,May,3,2,8,6,Returning_Visitor,False,False
1,6.0,0,0.0,41,634.6666667,0.012698413,0.024285714,0.0,0.0,May,2,4,7,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,162.5,0.0,0.033333333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,247.0,0.0,0.05,0.0,0.2,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,28.0,0.0,0.05,0.0,0.6,May,4,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,14,416.8333333,0.0,0.015384615,0.0,0.0,May,2,2,2,2,New_Visitor,True,False
4,80.0,0,0.0,16,213.3666667,0.0375,0.054166667,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
1,4.0,0,0.0,46,1107.666667,0.005925926,0.020148148,0.0,0.8,May,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,36,1851.833333,0.008333333,0.040740741,0.0,0.4,May,4,1,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,249.0,0.0,0.04,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,25,960.0,0.016,0.054666667,0.0,0.4,May,2,2,1,11,Returning_Visitor,False,False
0,0.0,0,0.0,31,1189.333333,0.0,0.031182796,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,63,1021.0,0.0265625,0.059895833,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,11,507.3333333,0.0,0.018181818,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,False
2,4.0,0,0.0,14,203.0,0.0,0.041176471,0.0,0.0,May,2,5,4,3,Returning_Visitor,False,False
1,22.0,0,0.0,2,5.0,0.0,0.066666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
8,197.6666667,0,0.0,7,88.75,0.013333333,0.06,0.0,1.0,May,3,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,15,216.0,0.023809524,0.066666667,0.0,1.0,May,2,2,6,1,Returning_Visitor,True,False
2,27.58333333,0,0.0,22,420.2,0.008695652,0.01516165,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,25,375.6619048,0.004,0.041777778,0.0,0.0,May,2,5,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,180.0,0.0,0.00952381,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False
5,81.66666667,0,0.0,43,875.0,0.0,0.009761905,0.0,0.0,May,2,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,15,1269.5,0.014285714,0.061904762,0.0,0.6,May,2,4,9,3,Returning_Visitor,False,False
1,7.0,0,0.0,9,160.5,0.0,0.025,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,100.1666667,0.0,0.05,0.0,0.0,May,1,8,1,11,Returning_Visitor,False,False
0,0.0,0,0.0,6,77.0,0.0,0.016666667,0.0,0.6,May,2,2,2,4,Returning_Visitor,False,False
1,7.0,0,0.0,15,421.5,0.0,0.033333333,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
1,28.0,0,0.0,12,408.5,0.0,0.018181818,0.0,0.0,May,1,8,3,3,Returning_Visitor,True,False
7,221.0,0,0.0,27,1753.583333,0.0,0.013131313,0.0,0.2,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,332.0,0.0,0.033333333,0.0,0.0,May,2,5,4,11,Returning_Visitor,False,False
0,0.0,0,0.0,26,1380.833333,0.0,0.018055556,0.0,0.0,May,2,6,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,23,684.5,0.02173913,0.044927536,0.0,0.8,May,2,2,2,6,Returning_Visitor,False,False
1,4.0,0,0.0,14,1319.833333,0.0,0.012222222,0.0,0.0,May,2,2,1,5,Returning_Visitor,False,False
0,0.0,0,0.0,21,979.0166667,0.0,0.021,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
1,3.0,0,0.0,11,549.3333333,0.0,0.005,0.0,0.0,May,4,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,304.3333333,0.0,0.033333333,0.0,0.0,May,1,1,1,2,New_Visitor,True,False
0,0.0,0,0.0,9,368.5,0.0,0.008333333,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,26,781.5,0.007692308,0.030769231,0.0,0.2,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,24,255.3222222,0.025,0.038888889,0.0,0.6,May,2,2,8,1,Returning_Visitor,False,False
3,112.0,0,0.0,4,111.6666667,0.0,0.028571429,0.0,0.0,May,3,2,4,5,Returning_Visitor,False,False
1,76.0,0,0.0,37,821.3333333,0.0,0.014285714,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,626.0,0.0,0.04,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
3,83.0,0,0.0,5,47.0,0.0,0.028571429,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,857.0,0.023529412,0.076470588,0.0,0.0,May,4,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,19,801.5833333,0.010526316,0.035087719,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,27,1115.75,0.015384615,0.034615385,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,21,464.5833333,0.0,0.0125,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,14,310.0,0.028571429,0.064285714,0.0,0.2,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,12,1287.0,0.0,0.016666667,0.0,0.4,May,4,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,15,153.0,0.0,0.04,0.0,0.6,May,2,10,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,41,881.1666667,0.009756098,0.021138211,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False
2,15.0,0,0.0,26,601.7681818,0.0,0.007407407,0.0,0.8,May,2,4,1,2,New_Visitor,False,False
0,0.0,0,0.0,5,87.0,0.04,0.06,0.0,0.6,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,6,954.5,0.0,0.066666667,0.0,0.4,May,2,2,3,4,Returning_Visitor,False,False
3,26.0,0,0.0,2,22.0,0.0,0.02,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
2,16.0,0,0.0,29,1412.5,0.007142857,0.046428571,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,9,113.0,0.022222222,0.055555556,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
3,42.0,0,0.0,24,1381.733333,0.031481481,0.018777882,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,39,1183.5,0.012820513,0.033333333,0.0,0.0,May,2,2,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,10,393.0,0.02,0.06,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,False
3,108.0,0,0.0,26,730.5333333,0.011538462,0.014102564,0.0,0.0,May,1,1,1,11,Returning_Visitor,False,False
0,0.0,0,0.0,6,1563.0,0.0,0.011111111,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,14,184.8333333,0.0,0.035714286,0.0,0.4,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,69.0,0.0,0.05,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,15,463.3333333,0.035714286,0.046428571,0.0,0.0,May,2,5,1,1,Returning_Visitor,False,False
1,115.0,0,0.0,19,1383.191667,0.01,0.019166667,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,106.5,0.0,0.033333333,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
1,11.0,0,0.0,7,950.0,0.01875,0.020833333,0.0,0.0,May,3,2,2,3,Returning_Visitor,False,False
2,178.0,0,0.0,36,943.6190476,0.031944444,0.048194444,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
6,17.0,0,0.0,51,1056.616667,0.016734694,0.036472303,0.0,0.8,May,2,2,3,11,Returning_Visitor,False,False
5,78.0,0,0.0,21,406.8,0.0,0.009937888,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,48.33333333,0.011111111,0.075,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,4,99.0,0.0,0.05,0.0,0.4,May,1,1,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,148.1666667,0.0,0.057142857,0.0,0.4,May,1,1,1,20,Returning_Visitor,False,False
0,0.0,0,0.0,3,96.0,0.0,0.066666667,0.0,0.0,May,1,8,6,11,Returning_Visitor,True,False
1,20.0,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,815.8333333,0.0,0.01,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,43,703.8333333,0.0,0.006976744,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
5,75.0,0,0.0,31,1066.0,0.0,0.014285714,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
